nan,nan,nan,nan
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,8.421368299999999751e-02,6.689887999999999738e-03,1.532641690000000056e-01
8.000000000000000000e+00,9.360097300000000398e-02,5.092629000000000426e-03,1.677020810000000028e-01
9.000000000000000000e+00,1.025888179999999983e-01,3.794941999999999933e-03,1.809882519999999884e-01
1.000000000000000000e+01,1.112695880000000026e-01,2.793870999999999855e-03,1.932973849999999882e-01
1.100000000000000000e+01,1.197318460000000029e-01,2.086460999999999958e-03,2.047978880000000113e-01
1.200000000000000000e+01,1.280604059999999877e-01,1.669756000000000105e-03,2.156519510000000084e-01
1.300000000000000000e+01,1.363363850000000044e-01,1.540799000000000031e-03,2.260156329999999936e-01
1.400000000000000000e+01,1.446372599999999897e-01,1.696636999999999972e-03,2.360389420000000016e-01
1.500000000000000000e+01,1.530369189999999935e-01,2.134312000000000188e-03,2.458659179999999889e-01
1.600000000000000000e+01,1.616057230000000067e-01,2.850870000000000140e-03,2.556347139999999851e-01
1.700000000000000000e+01,1.704105519999999929e-01,3.843354000000000215e-03,2.654776790000000219e-01
1.800000000000000000e+01,1.795148689999999936e-01,5.108808999999999746e-03,2.755214409999999781e-01
1.900000000000000000e+01,1.889787659999999925e-01,6.644279999999999804e-03,2.858869869999999813e-01
2.000000000000000000e+01,1.988590249999999948e-01,8.446810000000000776e-03,2.966897459999999764e-01
2.100000000000000000e+01,2.092091719999999988e-01,1.051344400000000026e-02,3.080396719999999866e-01
2.200000000000000000e+01,2.200795289999999960e-01,1.284122700000000020e-02,3.200413269999999866e-01
2.300000000000000000e+01,2.315172709999999967e-01,1.542720199999999924e-02,3.327939589999999725e-01
2.400000000000000000e+01,2.435664810000000013e-01,1.826841400000000018e-02,3.463915900000000270e-01
2.500000000000000000e+01,2.562682039999999994e-01,2.136190799999999890e-02,3.609230920000000009e-01
2.600000000000000000e+01,2.696605020000000241e-01,2.470472699999999924e-02,3.764722750000000229e-01
2.700000000000000000e+01,2.837785099999999838e-01,2.829391599999999882e-02,3.931179639999999864e-01
2.800000000000000000e+01,2.986544899999999947e-01,3.212651999999999869e-02,4.109340839999999773e-01
2.900000000000000000e+01,3.143178839999999918e-01,3.619958300000000045e-02,4.299897449999999788e-01
3.000000000000000000e+01,3.307953719999999764e-01,4.051014800000000277e-02,4.503493149999999723e-01
3.100000000000000000e+01,3.481109259999999872e-01,4.505526099999999923e-02,4.720725139999999986e-01
3.200000000000000000e+01,3.662858629999999893e-01,4.983196599999999837e-02,4.952144840000000103e-01
3.300000000000000000e+01,3.853389010000000114e-01,5.483730700000000180e-02,5.198258839999999603e-01
3.400000000000000000e+01,4.052862170000000042e-01,6.006832899999999670e-02,5.459529589999999599e-01
3.500000000000000000e+01,4.261414949999999813e-01,6.552207499999999907e-02,5.736376330000000356e-01
3.600000000000000000e+01,4.479159879999999871e-01,7.119559000000000304e-02,6.029175850000000336e-01
3.700000000000000000e+01,4.706185669999999877e-01,7.708591900000000274e-02,6.338263339999999912e-01
3.800000000000000000e+01,4.942557810000000051e-01,8.319010599999999978e-02,6.663933180000000123e-01
3.900000000000000000e+01,5.188319070000000366e-01,8.950519499999999573e-02,7.006439800000000551e-01
4.000000000000000000e+01,5.443490079999999676e-01,9.602823000000000608e-02,7.365998480000000015e-01
4.100000000000000000e+01,5.708069879999999596e-01,1.027562570000000036e-01,7.742786170000000023e-01
4.200000000000000000e+01,5.982036459999999778e-01,1.096863180000000049e-01,8.136942320000000173e-01
4.300000000000000000e+01,6.265347279999999852e-01,1.168154589999999965e-01,8.548569700000000493e-01
4.400000000000000000e+01,6.557939879999999944e-01,1.241407239999999940e-01,8.977735220000000460e-01
4.500000000000000000e+01,6.859732379999999852e-01,1.316591579999999984e-01,9.424470740000000513e-01
4.600000000000000000e+01,7.170624039999999866e-01,1.393678040000000118e-01,9.888773920000000217e-01
4.700000000000000000e+01,7.490495820000000471e-01,1.472637059999999942e-01,1.037060901000000035e+00
4.800000000000000000e+01,7.819210909999999570e-01,1.553439100000000017e-01,1.086990769000000023e+00
4.900000000000000000e+01,8.156615299999999680e-01,1.636054600000000081e-01,1.138656989000000008e+00
5.000000000000000000e+01,8.502538309999999599e-01,1.720453999999999872e-01,1.192046461999999973e+00
5.100000000000000000e+01,8.856793160000000498e-01,1.806607739999999962e-01,1.247143074000000018e+00
5.200000000000000000e+01,9.219177480000000369e-01,1.894486270000000083e-01,1.303927787999999977e+00
5.300000000000000000e+01,9.589473889999999834e-01,1.984060019999999980e-01,1.362378714999999962e+00
5.400000000000000000e+01,9.967450570000000454e-01,2.075299449999999934e-01,1.422471204999999905e+00
5.500000000000000000e+01,1.035286174999999975e+00,2.168174999999999963e-01,1.484177923999999926e+00
5.600000000000000000e+01,1.074544828999999924e+00,2.262657110000000082e-01,1.547468937999999961e+00
5.700000000000000000e+01,1.114493825000000049e+00,2.358716220000000030e-01,1.612311795000000103e+00
