5.800000000000000000e+01,1.155104737999999909e+00,2.456322780000000094e-01,1.678671607999999926e+00
5.900000000000000000e+01,1.196347974999999897e+00,2.555447220000000019e-01,1.746511133999999910e+00
6.000000000000000000e+01,1.238192820999999944e+00,2.656060009999999805e-01,1.815790862000000061e+00
6.100000000000000000e+01,1.280607500999999981e+00,2.758131569999999755e-01,1.886469087999999905e+00
6.200000000000000000e+01,1.323559230999999947e+00,2.861632350000000158e-01,1.958502001999999909e+00
6.300000000000000000e+01,1.367014272999999891e+00,2.966532800000000192e-01,2.031843768999999966e+00
6.400000000000000000e+01,1.410937992999999890e+00,3.072803350000000155e-01,2.106446612000000052e+00
6.500000000000000000e+01,1.455294912000000052e+00,3.180414449999999782e-01,2.182260890999999869e+00
6.600000000000000000e+01,1.500048762000000035e+00,3.289336549999999915e-01,2.259235188999999977e+00
6.700000000000000000e+01,1.545162541999999917e+00,3.399540090000000014e-01,2.337316391999999965e+00
6.800000000000000000e+01,1.590598573000000071e+00,3.510995510000000097e-01,2.416449771999999996e+00
6.900000000000000000e+01,1.636318549999999927e+00,3.623673250000000179e-01,2.496579066999999874e+00
7.000000000000000000e+01,1.682283602000000045e+00,3.737543770000000265e-01,2.577646566999999944e+00
7.100000000000000000e+01,1.728454339000000006e+00,3.852577489999999827e-01,2.659593193000000078e+00
7.200000000000000000e+01,1.774790917000000023e+00,3.968744869999999980e-01,2.742358579999999879e+00
7.300000000000000000e+01,1.821253082999999995e+00,4.086016350000000186e-01,2.825881161999999946e+00
7.400000000000000000e+01,1.867800236999999974e+00,4.204362369999999904e-01,2.910098247000000082e+00
7.500000000000000000e+01,1.914391482999999949e+00,4.323753379999999980e-01,2.994946108000000162e+00
7.600000000000000000e+01,1.960985683999999951e+00,4.444159810000000155e-01,3.080360058000000123e+00
7.700000000000000000e+01,2.007541520999999829e+00,4.565552119999999880e-01,3.166274534999999890e+00
7.800000000000000000e+01,2.054017541999999974e+00,4.687900749999999728e-01,3.252623187000000193e+00
7.900000000000000000e+01,2.100372220000000123e+00,4.811176129999999995e-01,3.339338949000000056e+00
8.000000000000000000e+01,2.146564007999999912e+00,4.935348720000000133e-01,3.426354126000000111e+00
8.100000000000000000e+01,2.192551391999999932e+00,5.060388949999999886e-01,3.513600481000000109e+00
8.200000000000000000e+01,2.238292949999999948e+00,5.186267270000000096e-01,3.601009308000000075e+00
8.300000000000000000e+01,2.283747401999999926e+00,5.312954130000000497e-01,3.688511522000000209e+00
8.400000000000000000e+01,2.328873665000000148e+00,5.440419960000000277e-01,3.776037736999999783e+00
8.500000000000000000e+01,2.373630914000000036e+00,5.568635210000000280e-01,3.863518350000000101e+00
8.600000000000000000e+01,2.417978628999999824e+00,5.697570330000000238e-01,3.950883621000000012e+00
8.700000000000000000e+01,2.461876655000000191e+00,5.827195750000000452e-01,4.038063755999999671e+00
8.800000000000000000e+01,2.505285254999999989e+00,5.957481919999999542e-01,4.124988992999999660e+00
8.900000000000000000e+01,2.548165163999999816e+00,6.088399289999999464e-01,4.211589678000000170e+00
9.000000000000000000e+01,2.590477647999999800e+00,6.219918300000000233e-01,4.297796349999999599e+00
9.100000000000000000e+01,2.632184553000000093e+00,6.352009379999999927e-01,4.383539822999999558e+00
9.200000000000000000e+01,2.673248362999999905e+00,6.484642990000000218e-01,4.468751271000000358e+00
9.300000000000000000e+01,2.713632254999999827e+00,6.617789570000000010e-01,4.553362305000000276e+00
9.400000000000000000e+01,2.753300154999999805e+00,6.751419549999999603e-01,4.637305056999999842e+00
9.500000000000000000e+01,2.792216788000000172e+00,6.885503389999999557e-01,4.720512263999999902e+00
9.600000000000000000e+01,2.830347740000000112e+00,7.020011529999999889e-01,4.802917349000000335e+00
9.700000000000000000e+01,2.867659505000000220e+00,7.154914420000000330e-01,4.884454501999999643e+00
9.800000000000000000e+01,2.904119545999999996e+00,7.290182480000000353e-01,4.965058765000000207e+00
9.900000000000000000e+01,2.939696346999999932e+00,7.425786170000000519e-01,5.044666109999999648e+00
1.000000000000000000e+02,2.974359470000000005e+00,7.561695939999999450e-01,5.123213524999999713e+00
1.010000000000000000e+02,3.008079606999999989e+00,7.697882219999999664e-01,5.200639094999999656e+00
1.020000000000000000e+02,3.040828637000000167e+00,7.834315459999999787e-01,5.276882082000000196e+00
1.030000000000000000e+02,3.072579677999999870e+00,7.970966099999999832e-01,5.351883010999999968e+00
1.040000000000000000e+02,3.103307147000000210e+00,8.107804589999999534e-01,5.425583748000000206e+00
1.050000000000000000e+02,3.132986809999999789e+00,8.244801360000000301e-01,5.497927587000000393e+00
1.060000000000000000e+02,3.161595838000000214e+00,8.381926870000000473e-01,5.568859326000000110e+00
1.070000000000000000e+02,3.189112865999999880e+00,8.519151550000000350e-01,5.638325355000000094e+00
1.080000000000000000e+02,3.215518040000000077e+00,8.656445849999999664e-01,5.706273734999999903e+00
1.090000000000000000e+02,3.240793077999999827e+00,8.793780220000000369e-01,5.772654282000000414e+00
1.100000000000000000e+02,3.264921324999999985e+00,8.931125090000000544e-01,5.837418644999999628e+00
1.110000000000000000e+02,3.287887803999999914e+00,9.068450909999999920e-01,5.900520395000000029e+00
1.120000000000000000e+02,3.309679270999999812e+00,9.205728119999999626e-01,5.961915099999999690e+00
1.130000000000000000e+02,3.330284275999999988e+00,9.342927170000000503e-01,6.021560412000000362e+00
1.140000000000000000e+02,3.349693209999999866e+00,9.480018500000000348e-01,6.079416147999999964e+00
1.150000000000000000e+02,3.367898365999999921e+00,9.616972550000000286e-01,6.135444371000000174e+00
1.160000000000000000e+02,3.384893987999999965e+00,9.753759770000000051e-01,6.189609472999999973e+00
1.170000000000000000e+02,3.400676331000000108e+00,9.890350599999999659e-01,6.241878256999999763e+00
1.180000000000000000e+02,3.415243715999999985e+00,1.002671547999999913e+00,6.292220021000000330e+00
1.190000000000000000e+02,3.428596578000000061e+00,1.016282485999999929e+00,6.340606634000000241e+00
1.200000000000000000e+02,3.440737529999999822e+00,1.029864917999999907e+00,6.387012628999999997e+00
1.210000000000000000e+02,3.451671410999999967e+00,1.043415889000000041e+00,6.431415271999999739e+00
1.220000000000000000e+02,3.461405345000000189e+00,1.056932441999999917e+00,6.473794654999999842e+00
1.230000000000000000e+02,3.469948791999999838e+00,1.070411621999999952e+00,6.514133773000000183e+00
1.240000000000000000e+02,3.477313607999999778e+00,1.083850473000000036e+00,6.552418607999999978e+00
1.250000000000000000e+02,3.483514093999999783e+00,1.097246041000000005e+00,6.588638206999999802e+00
1.260000000000000000e+02,3.488567055999999944e+00,1.110595368000000027e+00,6.622784772000000153e+00
1.270000000000000000e+02,3.492491857000000088e+00,1.123895499999999936e+00,6.654853733999999577e+00
1.280000000000000000e+02,3.495310470999999808e+00,1.137143481000000067e+00,6.684843841000000175e+00
1.290000000000000000e+02,3.497047541999999787e+00,1.150336354000000005e+00,6.712757235999999850e+00
1.300000000000000000e+02,3.497730434000000166e+00,1.163471165999999890e+00,6.738599543000000303e+00
1.310000000000000000e+02,3.497389289000000012e+00,1.176544958999999890e+00,6.762379946000000253e+00
1.320000000000000000e+02,3.496057081000000011e+00,1.189554777999999979e+00,6.784111272999999720e+00
1.330000000000000000e+02,3.493769670999999910e+00,1.202497667999999909e+00,6.803810076000000429e+00
1.340000000000000000e+02,3.490565859999999798e+00,1.215370671999999930e+00,6.821496717999999682e+00
1.350000000000000000e+02,3.486487448000000100e+00,1.228170836000000099e+00,6.837195447000000037e+00
1.360000000000000000e+02,3.481579283999999941e+00,1.240895203000000002e+00,6.850934488000000044e+00
1.370000000000000000e+02,3.475889324000000169e+00,1.253540818999999917e+00,6.862746116000000285e+00
1.380000000000000000e+02,3.469468686999999996e+00,1.266104726000000014e+00,6.872666743999999994e+00
1.390000000000000000e+02,3.462371704999999800e+00,1.278583969999999903e+00,6.880737005000000295e+00
1.400000000000000000e+02,3.454655981999999792e+00,1.290975594999999920e+00,6.887001829999999991e+00
1.410000000000000000e+02,3.446382446999999960e+00,1.303276644999999956e+00,6.891510532999999938e+00
1.420000000000000000e+02,3.437615410999999899e+00,1.315484164999999983e+00,6.894316896000000305e+00
1.430000000000000000e+02,3.428422619000000005e+00,1.327595198999999893e+00,6.895479242999999592e+00
1.440000000000000000e+02,3.418875306999999975e+00,1.339606791000000019e+00,6.895060531000000381e+00
1.450000000000000000e+02,3.409048254000000000e+00,1.351515985000000031e+00,6.893128426999999725e+00
1.460000000000000000e+02,3.399019841999999958e+00,1.363319826999999984e+00,6.889755391999999645e+00
1.470000000000000000e+02,3.388872105999999995e+00,1.375015359999999909e+00,6.885018761999999626e+00
1.480000000000000000e+02,3.378690790999999916e+00,1.386599629000000000e+00,6.879000830999999927e+00
1.490000000000000000e+02,3.368565405000000013e+00,1.398069677000000066e+00,6.871788933999999571e+00
1.500000000000000000e+02,3.358589278000000178e+00,1.409422549999999941e+00,6.863475526000000215e+00
1.510000000000000000e+02,3.348859613000000124e+00,1.420655291999999958e+00,6.854158266999999860e+00
1.520000000000000000e+02,3.339477539999999856e+00,1.431764947000000010e+00,6.843940105999999801e+00
1.530000000000000000e+02,3.330548176000000193e+00,1.442748558999999986e+00,6.832929356000000176e+00
1.540000000000000000e+02,3.322180675999999888e+00,1.453603171999999999e+00,6.821239784000000306e+00
1.550000000000000000e+02,3.314488286000000006e+00,1.464325832000000105e+00,6.808990689999999901e+00
1.560000000000000000e+02,3.307588405000000176e+00,1.474913582999999973e+00,6.796306986000000272e+00
1.570000000000000000e+02,3.301602631000000176e+00,1.485363468000000076e+00,6.783319285000000143e+00
1.580000000000000000e+02,3.296656822000000098e+00,1.495672531999999944e+00,6.770163975000000001e+00
1.590000000000000000e+02,3.292881149999999923e+00,1.505837819999999994e+00,6.756983310999999937e+00
1.600000000000000000e+02,3.290410152999999838e+00,1.515856375000000034e+00,6.743925486000000191e+00
1.610000000000000000e+02,3.289382793000000138e+00,1.525725242999999898e+00,6.731144722999999885e+00
1.620000000000000000e+02,3.289942509999999931e+00,1.535441467000000060e+00,6.718801348999999590e+00
1.630000000000000000e+02,3.292237273000000020e+00,1.545002090999999966e+00,6.707061885999999973e+00
1.640000000000000000e+02,3.296419644000000204e+00,1.554404160999999895e+00,6.696099123999999847e+00
1.650000000000000000e+02,3.302646821999999815e+00,1.563644720999999960e+00,6.686092208999999897e+00
1.660000000000000000e+02,3.311080705000000179e+00,1.572720813999999967e+00,6.677226723999999614e+00
1.670000000000000000e+02,3.321887944999999842e+00,1.581629485999999973e+00,6.669694770000000439e+00
1.680000000000000000e+02,3.335239995999999874e+00,1.590367780000000009e+00,6.663695048000000121e+00
1.690000000000000000e+02,3.351313177999999837e+00,1.598932741000000046e+00,6.659432944999999826e+00
1.700000000000000000e+02,3.370288724999999985e+00,1.607321412999999977e+00,6.657120608999999689e+00
1.710000000000000000e+02,3.392352842999999840e+00,1.615530840999999995e+00,6.656977037999999958e+00
1.720000000000000000e+02,3.417696763999999998e+00,1.623558068999999993e+00,6.659228159999999619e+00
1.730000000000000000e+02,3.446516801000000019e+00,1.631400141000000081e+00,6.664106912000000271e+00
1.740000000000000000e+02,3.479014402999999866e+00,1.639054100999999930e+00,6.671853327000000000e+00
1.750000000000000000e+02,3.515396210000000021e+00,1.646516995000000039e+00,6.682714612999999915e+00
